,term,pBS,meanStat,meanVar,N,adjPbs,sig
0,REACTOME_INTERLEUKIN_6_SIGNALING,0.55,0.4895439978113427,-1.1816679913425836,7,1.0,False
1,REACTOME_APOPTOSIS,0.9166666666666666,0.2524411950760338,-1.1133156402791418,59,1.0,False
2,REACTOME_HEMOSTASIS,0.0,0.04736213657647631,-1.6249961841889136,273,0.0,True
3,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,1.0,0.28384595936886614,-1.0460644163714379,30,1.0,False
4,REACTOME_MAPK3_ERK1_ACTIVATION,0.5,0.6211908757960669,-1.2183874428600965,7,1.0,False
5,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.9166666666666666,0.4396682091149323,-1.0553846252680752,23,1.0,False
6,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,1.0,0.1537473045131761,-0.739092693241298,18,1.0,False
7,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,1.0,0.11221915356973505,-0.7314662457860677,13,1.0,False
8,REACTOME_CLEAVAGE_OF_THE_DAMAGED_PYRIMIDINE,1.0,1.0,1.0,1.0,1.0,False
9,REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,1.0,1.0,1.0,1.0,1.0,False
10,REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.9166666666666666,0.26866360758993013,-0.7722161106323747,5,1.0,False
11,REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,1.0,0.2657881215832304,-0.8785860412539058,14,1.0,False
12,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,1.0,-0.29878230521773086,-0.8315274335618313,8,1.0,False
13,REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,0.55,0.32541287716720846,-1.1361325595497735,6,1.0,False
14,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,0.4782608695652174,0.7617479557505435,-1.2589489154093172,7,1.0,False
15,REACTOME_FORMATION_OF_APOPTOSOME,0.9166666666666666,0.3835663085441551,-0.8807672682029287,8,1.0,False
16,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,0.7857142857142857,0.4208701058080879,-0.9180710654668616,7,1.0,False
17,REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,1.0,0.3411296071351506,-0.8383305667939243,10,1.0,False
18,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.6875,-0.05609206475892364,-1.0730475867551006,20,1.0,False
19,REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,1.0,0.027469287696490707,-0.5246702473552644,4,1.0,False
20,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.8461538461538461,0.4706551825328612,-0.9678561421916348,14,1.0,False
21,REACTOME_OPIOID_SIGNALLING,0.5238095238095238,-0.21256879142814733,-1.2987676813409585,38,1.0,False
22,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.3793103448275862,-1.285574953922296,-1.4018763706090223,8,1.0,False
23,REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,0.8461538461538461,-0.31120471167908415,-0.6213418228436876,3,1.0,False
24,REACTOME_CAM_PDE_1_ACTIVATION,0.9166666666666666,-0.5462827867704149,-0.7323650534691768,5,1.0,False
