,term,pBS,meanStat,meanVar,N,adjPbs,sig
0,REACTOME_INTERLEUKIN_6_SIGNALING,0.8461538461538461,-0.39318044085055137,-1.3392509195572062,7,1.0,False
1,REACTOME_APOPTOSIS,0.7857142857142857,-0.07520650888101743,-1.5213719214767265,70,1.0,False
2,REACTOME_HEMOSTASIS,0.9166666666666666,-0.18070732298296033,-1.5329306049648577,249,1.0,False
3,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.7333333333333333,-0.02542093014399871,-1.5697730924299365,32,1.0,False
4,REACTOME_MAPK3_ERK1_ACTIVATION,0.8461538461538461,-0.34568845345713006,-1.355682713387539,8,1.0,False
5,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.5789473684210527,0.10937456693524317,-1.6121334640150837,29,1.0,False
6,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,0.6470588235294118,0.035468117413246736,-1.5356741123168987,26,1.0,False
7,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,0.8461538461538461,0.04083297396867713,-1.5403935352908542,18,1.0,False
8,REACTOME_CLEAVAGE_OF_THE_DAMAGED_PYRIMIDINE,1.0,1.0,1.0,1.0,1.0,False
9,REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,0.03767123287671233,0.7241132623307123,-2.208063074233762,4,1.0,False
10,REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.125,0.47591943476706744,-1.959869246670117,6,1.0,False
11,REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.16666666666666666,0.28132726752803383,-1.7767364557577139,19,1.0,False
12,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.6875,-0.051322170323515603,-1.4786755242866219,10,1.0,False
13,REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,1.0,-0.548759331450486,-1.176927659351229,6,1.0,False
14,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,0.01726844583987441,0.7033549638421497,-2.1873047757451993,7,0.9999999994403922,False
15,REACTOME_FORMATION_OF_APOPTOSOME,0.24444444444444444,0.24750482402805074,-1.7928875024293442,9,1.0,False
16,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,0.07971014492753623,0.3644092731921287,-1.9405083848425437,6,1.0,False
17,REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.1375,0.26677121436825857,-1.8009842806789622,11,1.0,False
18,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.9166666666666666,-0.14704301223550675,-1.4445232069392202,21,1.0,False
19,REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,0.34375,0.1926629977558918,-1.6786076698659418,4,1.0,False
20,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.28205128205128205,0.2538918680570439,-1.7747013998590397,15,1.0,False
21,REACTOME_OPIOID_SIGNALLING,1.0,-0.2940547220747251,-1.440589419820323,34,1.0,False
22,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.6875,0.008162422656274315,-1.492112234559324,7,1.0,False
23,REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,0.7857142857142857,-0.016808930105482456,-1.467140881797567,3,1.0,False
24,REACTOME_CAM_PDE_1_ACTIVATION,0.5,-0.4826588252563355,-1.5704077890253991,4,1.0,False
25,REACTOME_CA_DEPENDENT_EVENTS,0.8461538461538461,-0.3664454509711994,-1.3911304298702398,11,1.0,False
26,REACTOME_G_PROTEIN_MEDIATED_EVENTS,1.0,-0.4399359785773362,-1.2908711978440222,18,1.0,False
27,REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS,1.0,1.0,1.0,1.0,1.0,False
28,REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,1.0,1.0,1.0,1.0,1.0,False
29,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.7333333333333333,-0.3250746123323201,-1.463194838774548,10,1.0,False
30,REACTOME_NEUROTRANSMITTER_CLEARANCE,1.0,1.0,1.0,1.0,1.0,False
31,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,1.0,-0.350817546245308,-1.392689680773469,30,1.0,False
32,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,1.0,-0.33094974903590674,-1.410855273474524,42,1.0,False
33,REACTOME_NEURONAL_SYSTEM,1.0,-0.415628848536757,-1.401849739039251,60,1.0,False
34,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,0.4230769230769231,0.06490008627957322,-1.6173241003545171,51,1.0,False
35,REACTOME_IRS_MEDIATED_SIGNALLING,1.0,-0.4926007178588684,-1.2226952033009093,16,1.0,False
36,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,1.0,-0.39473970953240567,-1.224831102441357,18,1.0,False
37,REACTOME_MAPK1_ERK2_ACTIVATION,0.9166666666666666,-0.4750790841704227,-1.2262920826742465,8,1.0,False
38,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,0.0990990990990991,0.20123028778595276,-1.7584106151939676,31,1.0,False
39,REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,0.6111111111111112,0.025273053729786388,-1.509222865632836,6,1.0,False
40,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.8461538461538461,-0.1490468914307418,-1.438504568571736,14,1.0,False
41,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.014397905759162303,-1.9859873161904145,-2.2710776813347846,6,0.9999999812981389,False
42,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0.9166666666666666,-0.7462664934341496,-1.4015436118062974,22,1.0,False
43,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.9166666666666666,-0.03953189179560246,-1.521349154416621,68,1.0,False
44,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.8461538461538461,-0.02416672160323896,-1.529099553018463,57,1.0,False
45,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.9166666666666666,-0.17035211195695688,-1.4354727974285026,22,1.0,False
46,REACTOME_PROLACTIN_RECEPTOR_SIGNALING,1.0,-0.7481452287503019,-1.2866942373784145,3,1.0,False
47,REACTOME_SIGNALING_BY_NODAL,0.7857142857142857,-0.719766134686707,-1.2740939606804291,5,1.0,False
48,REACTOME_FERTILIZATION,0.4782608695652174,-0.10879643870178113,-1.6309200287450492,3,1.0,False
49,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,1.0,-0.23191898695943003,-1.3314477754392309,22,1.0,False
50,REACTOME_SIGNALING_BY_ERBB2,1.0,-0.3751807509109903,-1.2961899994365351,30,1.0,False
51,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,1.0,-1.1212361718455108,-1.301391189672572,3,1.0,False
52,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.6875,0.012487299710234212,-1.5461273763304346,62,1.0,False
53,REACTOME_SIGNALING_BY_ERBB4,1.0,-0.1617117238035567,-1.3866184346342387,22,1.0,False
54,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,0.5,-0.12225466661983453,-1.4449571089683513,6,1.0,False
55,REACTOME_ER_PHAGOSOME_PATHWAY,1.0,-0.13570035686970783,-1.407005471531087,16,1.0,False
56,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.9166666666666666,0.0036879193309414804,-1.5280864756641814,67,1.0,False
57,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,0.6875,-0.31365726028193086,-1.3851868771954017,8,1.0,False
58,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.5,0.097348372297139,-1.592464990793772,44,1.0,False
59,REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,0.0014717687985014718,1.726207260162905,-3.2101570720659547,3,0.838522894436258,False
60,REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,1.0,1.0,1.0,1.0,1.0,False
61,REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,0.55,-0.1737692328318613,-1.4935354662730744,4,1.0,False
62,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.9166666666666666,-0.393658975949426,-1.2939963150068619,4,1.0,False
63,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.8461538461538461,-0.11984238058081631,-1.4040177905579556,7,1.0,False
64,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.5789473684210527,0.00983471412504111,-1.4937845260280906,6,1.0,False
65,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,1.0,-0.12662982490760777,-1.4033447288384981,7,1.0,False
66,REACTOME_INTERLEUKIN_7_SIGNALING,0.6875,-0.2027248495410161,-1.5003546990177212,9,1.0,False
67,REACTOME_DEVELOPMENTAL_BIOLOGY,1.0,-0.2512728836919767,-1.4283556099971104,142,1.0,False
68,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.3235294117647059,0.13890136960207677,-1.6228511815051263,7,1.0,False
69,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,1.0,-0.21088259476230775,-1.4127616588586078,243,1.0,False
70,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,1.0,-0.17219381277943646,-1.4651589515186425,426,1.0,False
71,REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0.7857142857142857,-0.07254716523715177,-1.411402646665898,13,1.0,False
72,REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS,0.6111111111111112,0.1065663404710333,-1.590516152374083,7,1.0,False
73,REACTOME_CA2_ACTIVATED_K_CHANNELS,1.0,1.0,1.0,1.0,1.0,False
74,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.4583333333333333,0.1065663404710333,-1.590516152374083,7,1.0,False
