,term,pBS,meanStat,meanVar,N,adjPbs,sig
0,REACTOME_INTERLEUKIN_6_SIGNALING,0.34375,0.30034447617869814,-0.8356671391751869,9,1.0,False
1,REACTOME_APOPTOSIS,0.9166666666666666,0.12794195847379997,-0.664303259021163,49,1.0,False
2,REACTOME_HEMOSTASIS,0.0024218405988551297,0.13523111406592897,-0.8988214078605241,234,0.9490865110652483,False
3,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,1.0,0.024892995878956714,-0.5616744295112953,25,1.0,False
4,REACTOME_MAPK3_ERK1_ACTIVATION,0.4583333333333333,0.2187100825826115,-0.8954354327314704,9,1.0,False
5,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,1.0,-0.21687787196817054,-0.49654563306108707,21,1.0,False
6,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,1.0,-0.31282077851569856,-0.43116304917457526,14,1.0,False
7,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,1.0,-0.27671368838502264,-0.43387005482347546,11,1.0,False
8,REACTOME_CLEAVAGE_OF_THE_DAMAGED_PYRIMIDINE,1.0,1.0,1.0,1.0,1.0,False
9,REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,0.6470588235294118,-0.24743493569075403,-0.5577422317292546,4,1.0,False
10,REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.6470588235294118,-0.36468614331479154,-0.5876363746826465,4,1.0,False
11,REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.9166666666666666,-0.44267739352929636,-0.5366368136158178,11,1.0,False
12,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.8461538461538461,0.13758291167824183,-0.5981528118781338,10,1.0,False
13,REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,0.6111111111111112,-0.1502418817981998,-0.6379193178251074,4,1.0,False
14,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,0.6111111111111112,0.16528202133358216,-0.6258519215334742,7,1.0,False
15,REACTOME_FORMATION_OF_APOPTOSOME,0.9166666666666666,0.0546061432888556,-0.5151760434887477,6,1.0,False
16,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,0.7333333333333333,0.08935877233043771,-0.5499286725303298,4,1.0,False
17,REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.8461538461538461,0.04198829752146521,-0.5025581977213573,7,1.0,False
18,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.1864406779661017,0.3418453119568488,-0.8440549582288919,16,1.0,False
19,REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,0.9166666666666666,0.05703774786278565,-0.5176076480626777,3,1.0,False
20,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,1.0,0.07394549225866198,-0.5345153924585541,11,1.0,False
21,REACTOME_OPIOID_SIGNALLING,0.3548387096774194,0.04072708111244605,-0.86858395473846,33,1.0,False
22,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.11956521739130435,0.1635298775086963,-1.0793960936215103,9,1.0,False
23,REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,1.0,1.0,1.0,1.0,1.0,False
24,REACTOME_CAM_PDE_1_ACTIVATION,0.6111111111111112,-0.34704681707599955,-0.5614351908964575,3,1.0,False
25,REACTOME_CA_DEPENDENT_EVENTS,0.14666666666666667,0.06143402291861394,-0.9828173489958572,14,1.0,False
26,REACTOME_G_PROTEIN_MEDIATED_EVENTS,0.05339805825242718,0.14003044050990476,-1.014071740963077,18,1.0,False
27,REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS,1.0,1.0,1.0,1.0,1.0,False
28,REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,0.00030989407257155734,2.3306520323883815,-2.7912219325882734,4,0.31888101117575374,False
29,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.6875,0.07489645523087834,-0.6535701080579074,12,1.0,False
30,REACTOME_NEUROTRANSMITTER_CLEARANCE,1.0,1.0,1.0,1.0,1.0,False
31,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.02391304347826087,0.103841587046481,-1.0119542486711899,35,0.9999999999996145,False
32,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.00502283105022831,0.24634608428665217,-1.0463663871475786,53,0.997873687823093,False
33,REACTOME_NEURONAL_SYSTEM,0.0016666666666666668,0.19696424629695986,-1.0230522134228053,71,0.8716992665834611,False
34,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,1.0,-0.052924447972092475,-0.4910649839979536,24,1.0,False
35,REACTOME_IRS_MEDIATED_SIGNALLING,0.21568627450980393,0.16774809285792414,-0.9391936282216604,10,1.0,False
36,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.4074074074074074,0.1346416701098609,-0.7687314835687942,18,1.0,False
37,REACTOME_MAPK1_ERK2_ACTIVATION,0.2682926829268293,0.34977298513936766,-0.8519378822284402,8,1.0,False
38,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,1.0,-0.015830469447676077,-0.5334289807254342,13,1.0,False
39,REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,0.9166666666666666,-0.0963430806582844,-0.5235188562961337,6,1.0,False
40,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,1.0,0.1018448791861758,-0.5624147793860679,12,1.0,False
41,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.25,-0.0420257066988578,-0.9487329297430123,11,1.0,False
42,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,1.0,-0.2670901143564974,-0.5087388805143818,20,1.0,False
43,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,1.0,-0.0007645469559083573,-0.5393188612353768,63,1.0,False
44,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,1.0,-0.021064423715815073,-0.49965709203575437,51,1.0,False
45,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.9166666666666666,0.11956398056188255,-0.6590156798737066,21,1.0,False
46,REACTOME_PROLACTIN_RECEPTOR_SIGNALING,0.6875,0.051924313530315014,-0.5124942137302071,3,1.0,False
47,REACTOME_SIGNALING_BY_NODAL,1.0,-0.23894881873845497,-0.42427627655399236,5,1.0,False
48,REACTOME_FERTILIZATION,0.031073446327683617,0.381722980384181,-1.6020716224183391,3,0.9999999999999999,False
49,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,0.7333333333333333,-0.27310493817140497,-0.6582760303423362,19,1.0,False
50,REACTOME_SIGNALING_BY_ERBB2,0.9166666666666666,0.026469692942390544,-0.6377654120895442,23,1.0,False
51,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,1.0,1.0,1.0,1.0,1.0,False
52,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,1.0,0.019771314814293506,-0.4846547636869796,53,1.0,False
53,REACTOME_SIGNALING_BY_ERBB4,0.6111111111111112,0.06557863842395467,-0.7067479912928512,19,1.0,False
54,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,1.0,0.05884980999969319,-0.5268118996014202,3,1.0,False
55,REACTOME_ER_PHAGOSOME_PATHWAY,1.0,-0.322244730317423,-0.47915843977494876,14,1.0,False
56,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,1.0,-0.10838460902778455,-0.48123730022135225,56,1.0,False
57,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,0.9166666666666666,-0.5147590073406045,-0.5147590073406045,8,1.0,False
58,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,1.0,-0.03501272481951859,-0.48043308391507367,38,1.0,False
59,REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,1.0,1.0,1.0,1.0,1.0,False
60,REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,1.0,1.0,1.0,1.0,1.0,False
61,REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,0.0873015873015873,0.6672534176219784,-1.2074892257112073,5,1.0,False
62,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,1.0,1.0,1.0,1.0,1.0,False
63,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.6875,0.13746287955926412,-0.6326581768598735,5,1.0,False
64,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.9166666666666666,-0.24478793812355165,-0.6053918432582208,5,1.0,False
65,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,0.9166666666666666,-0.06888804434157858,-0.54322407094259,7,1.0,False
66,REACTOME_INTERLEUKIN_7_SIGNALING,0.2619047619047619,0.22965800541929193,-0.7801623314196875,8,1.0,False
67,REACTOME_DEVELOPMENTAL_BIOLOGY,0.08148148148148149,0.1839012166634429,-0.8711207166859987,134,1.0,False
68,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.4782608695652174,-0.29574955783079904,-0.7179276865568818,3,1.0,False
69,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,1.0,0.07700322108034496,-0.6818701148693327,217,1.0,False
70,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,1.0,-0.0174959447462901,-0.7229642920950367,376,1.0,False
71,REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,1.0,-0.14330571786798352,-0.4066701756278892,14,1.0,False
72,REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS,0.07051282051282051,0.17286771743502544,-1.1124013618843889,9,1.0,False
73,REACTOME_CA2_ACTIVATED_K_CHANNELS,1.0,1.0,1.0,1.0,1.0,False
74,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.09322033898305085,0.17286771743502544,-1.1124013618843889,9,1.0,False
75,REACTOME_POTASSIUM_CHANNELS,0.016417910447761194,0.16462536033383696,-1.2550117443824576,13,0.9999999972619664,False
76,REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,0.01585014409221902,0.4536270677898338,-1.842326481355866,3,0.9999999947270793,False
77,REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,1.0,1.0,1.0,1.0,1.0,False
78,REACTOME_SPERM_MOTILITY_AND_TAXES,1.0,1.0,1.0,1.0,1.0,False
79,REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,1.0,1.0,1.0,1.0,1.0,False
80,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,1.0,0.013574172992151995,-0.5122470864683915,6,1.0,False
81,REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,0.8461538461538461,-0.419654608526771,-0.5940226358609098,3,1.0,False
82,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.44,-0.21374714016486776,-0.8835774898996989,7,1.0,False
83,REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,0.4782608695652174,-0.13770045606219972,-0.6767926556427677,3,1.0,False
84,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,1.0,1.0,1.0,1.0,1.0,False
85,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.5,-0.0033010999438722044,-0.6476445242661029,6,1.0,False
86,REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,1.0,1.0,1.0,1.0,1.0,False
87,REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,1.0,1.0,1.0,1.0,1.0,False
88,REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.0002961606806310915,1.6043410105093412,-2.064910910709233,8,0.30739375869032726,False
89,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.000483176666959501,1.353628758395627,-1.8548089391655767,10,0.44973246125398986,False
90,REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,1.0,-0.2758828017260524,-0.5140490703766946,9,1.0,False
91,REACTOME_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES,1.0,-0.2657831227440759,-0.6072901030105107,37,1.0,False
92,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,1.0,-0.15340029476069322,-0.4341811497660716,90,1.0,False
93,REACTOME_METABOLISM,0.6470588235294118,-0.02064108507132123,-0.7678664564757842,690,1.0,False
94,REACTOME_SIGNALING_BY_SCF_KIT,0.5789473684210527,0.11944407009704877,-0.7099437404664846,21,1.0,False
95,REACTOME_REGULATION_OF_KIT_SIGNALING,0.28205128205128205,0.3411893659612865,-0.9188298930787244,8,1.0,False
96,REACTOME_COLLAGEN_DEGRADATION,0.007241606319947334,0.2841293921968669,-1.5632771690356284,9,0.999856957390842,False
97,REACTOME_BETA_DEFENSINS,1.0,1.0,1.0,1.0,1.0,False
98,REACTOME_DEFENSINS,0.12222222222222222,-1.107558444620269,-1.107558444620269,3,1.0,False
99,REACTOME_ALPHA_DEFENSINS,1.0,1.0,1.0,1.0,1.0,False
100,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,0.6875,0.16734899351392946,-0.6404975994412941,5,1.0,False
101,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.008695652173913044,0.3003088904729347,-1.1691556469883757,24,0.9999740416981463,False
102,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.0,0.3323175435339542,-1.2943851779880005,66,0.0,True
103,REACTOME_COLLAGEN_FORMATION,0.06875,-0.212562373176059,-1.0420370329631259,14,1.0,False
104,REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,1.0,1.0,1.0,1.0,1.0,False
105,REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.23404255319148937,0.12509247573584192,-0.9261171476977166,5,1.0,False
106,REACTOME_ACYL_CHAIN_REMODELING_OF_CL,1.0,1.0,1.0,1.0,1.0,False
107,REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.0990990990990991,0.6784694084941616,-1.3066612116304284,5,1.0,False
108,REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.13253012048192772,0.6996323502081554,-1.1602022504080476,4,1.0,False
109,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,1.0,1.0,1.0,1.0,1.0,False
110,REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,1.0,1.0,1.0,1.0,1.0,False
111,REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.15492957746478872,0.4373454004612652,-1.1530755513808448,3,1.0,False
112,REACTOME_HYDROLYSIS_OF_LPC,1.0,1.0,1.0,1.0,1.0,False
113,REACTOME_SYNTHESIS_OF_PA,0.44,-0.11952889264784587,-0.8237908101665206,14,1.0,False
114,REACTOME_SYNTHESIS_OF_PC,0.6875,-0.03170578763868781,-0.6224018261468778,9,1.0,False
115,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.6875,-0.02736448345841852,-0.7561772962509634,39,1.0,False
116,REACTOME_SYNTHESIS_OF_PE,0.7857142857142857,0.10169702438126299,-0.6663536915495478,5,1.0,False
117,REACTOME_SYNTHESIS_OF_PI,1.0,1.0,1.0,1.0,1.0,False
118,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE,1.0,1.0,1.0,1.0,1.0,False
119,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0.21153846153846154,0.07399896270011219,-0.8631342918682181,17,1.0,False
120,REACTOME_PI_METABOLISM,1.0,-0.18858119679635005,-0.6121970253823017,31,1.0,False
121,REACTOME_PHOSPHOLIPID_METABOLISM,0.9166666666666666,-0.10247056487175865,-0.6934958756500416,69,1.0,False
122,REACTOME_CELL_CELL_COMMUNICATION,0.027227722772277228,-0.0462260881533928,-0.989668814216307,36,0.9999999999999927,False
123,REACTOME_SIGNALING_BY_ACTIVIN,0.23404255319148937,0.2720465366431984,-0.8592759337759375,8,1.0,False
124,REACTOME_G0_AND_EARLY_G1,0.7333333333333333,-0.005399455346533716,-0.5245712134575717,6,1.0,False
125,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.2972972972972973,-0.09253247793017297,-0.7553920511049876,30,1.0,False
126,REACTOME_METHYLATION,0.7857142857142857,-0.4575291399016177,-0.56722757438735,5,1.0,False
127,REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.8461538461538461,-0.06420314179406203,-0.579477093433684,6,1.0,False
128,REACTOME_AMINO_ACID_CONJUGATION,1.0,1.0,1.0,1.0,1.0,False
129,REACTOME_GLUCURONIDATION,1.0,1.0,1.0,1.0,1.0,False
130,REACTOME_GLUTATHIONE_CONJUGATION,0.15492957746478872,-0.02391858847521902,-0.8896538284567648,17,1.0,False
131,REACTOME_ELASTIC_FIBRE_FORMATION,0.0140485312899106,0.15559493302185307,-1.2781904356612992,11,0.9999999570670832,False
132,REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,1.0,1.0,1.0,1.0,1.0,False
133,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,1.0,-0.3293671389004822,-0.3293671389004822,3,1.0,False
134,REACTOME_SIGNALING_BY_NOTCH,0.55,0.0635991946886642,-0.717081961760271,19,1.0,False
135,REACTOME_TELOMERE_MAINTENANCE,0.9166666666666666,-0.1566502829317821,-0.6252050923130785,25,1.0,False
136,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.07051282051282051,0.4706130207974896,-1.0242259159046367,18,1.0,False
137,REACTOME_METABOLISM_OF_NUCLEOTIDES,0.3235294117647059,0.004689805234118383,-0.7995141440575315,45,1.0,False
138,REACTOME_MITOCHONDRIAL_BIOGENESIS,1.0,-0.08789335076714169,-0.47218577603374706,21,1.0,False
139,REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,1.0,0.09572374111461207,-0.6178940783706464,13,1.0,False
140,REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,1.0,0.06894569738354489,-0.5795659526915524,16,1.0,False
141,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.002881089575694081,0.9939497478522785,-1.7469842837753526,7,0.9709086363115328,False
142,REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.3142857142857143,-0.7863122102739055,-0.7863122102739055,3,1.0,False
143,REACTOME_GAMMA_CARBOXYLATION_OF_PROTEIN_PRECURSORS,1.0,1.0,1.0,1.0,1.0,False
144,REACTOME_TRANSPORT_OF_GAMMA_CARBOXYLATED_PROTEIN_PRECURSORS_FROM_THE_ENDOPLASMIC_RETICULUM_TO_THE_GOLGI_APPARATUS,0.012443438914027148,1.4667986494394805,-1.9273685496393724,3,0.9999997092642829,False
145,REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,0.03873239436619718,1.0256914693902293,-1.5199339299189105,4,1.0,False
146,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,0.9166666666666666,0.0935205519153513,-0.5540904521152434,8,1.0,False
147,REACTOME_SULFIDE_OXIDATION_TO_SULFATE,0.1864406779661017,0.15005062916250533,-1.3569517072721906,3,1.0,False
148,REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,0.09734513274336283,0.15005062916250533,-1.3569517072721906,3,1.0,False
149,REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.12222222222222222,-0.1582694487867629,-0.9698799063415966,7,1.0,False
150,REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,1.0,-0.1386643182391866,-0.5059678376951438,7,1.0,False
151,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,0.5789473684210527,-0.21232446399774604,-0.7615721017770476,9,1.0,False
152,REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,1.0,1.0,1.0,1.0,1.0,False
153,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.0014155192381932827,0.03253486926532956,-1.0828998941919614,59,0.8253821039482813,False
154,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.14102564102564102,-0.03194190178815837,-0.9873213222970874,21,1.0,False
155,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,1.0,-0.16961639975351878,-0.4136444218191647,69,1.0,False
156,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,1.0,-0.17366208391876073,-0.34549452607598435,12,1.0,False
157,REACTOME_MACROAUTOPHAGY,1.0,-0.04332110901815506,-0.5496270312746059,66,1.0,False
158,REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.4230769230769231,-0.5477816660994572,-0.7491493295366225,5,1.0,False
159,REACTOME_TRIGLYCERIDE_CATABOLISM,0.3333333333333333,0.41490601973667635,-0.8754759199365685,3,1.0,False
160,REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,0.55,0.03425224844504732,-0.6379061756820614,3,1.0,False
161,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.0024869997739091114,0.300447869919739,-1.181502520284575,33,0.9528937516916381,False
162,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.7857142857142857,-0.46128634231241117,-0.6407654686641799,15,1.0,False
163,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.013095238095238096,-0.13070126873667998,-1.0935608409346227,25,0.999999866780245,False
164,REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.2037037037037037,0.3624563967082976,-0.9085096376113628,13,1.0,False
165,REACTOME_CELL_CYCLE,1.0,-0.13757148190620272,-0.5885059138159934,261,1.0,False
166,REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,0.6875,-0.3725153740720776,-0.624224953368534,4,1.0,False
167,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.05116279069767442,0.028091964563766114,-1.1331725591381274,10,1.0,False
168,REACTOME_MTOR_SIGNALLING,1.0,-0.13929874342780535,-0.4860349986035679,17,1.0,False
169,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,1.0,1.0,1.0,1.0,1.0,False
170,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,1.0,-0.020847185952822173,-0.5963191901109566,68,1.0,False
171,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.9166666666666666,-0.23956973662995054,-0.568675287361575,24,1.0,False
172,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,1.0,-0.3423498338605183,-0.47844401718923124,7,1.0,False
173,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,0.7333333333333333,-0.23438615170557275,-0.5908687472040011,7,1.0,False
174,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,0.6111111111111112,-0.11354136065579222,-0.6597545720853639,5,1.0,False
175,REACTOME_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,1.0,0.007090108855399402,-0.5366664937519269,45,1.0,False
176,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,0.3793103448275862,0.06984375885277117,-0.7649272618615834,15,1.0,False
177,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.6470588235294118,-0.5390958121036986,-0.7599473795978653,20,1.0,False
178,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,1.0,-0.04170392872118811,-0.5207964183351244,58,1.0,False
179,REACTOME_MITOCHONDRIAL_UNCOUPLING,1.0,1.0,1.0,1.0,1.0,False
180,REACTOME_MTORC1_MEDIATED_SIGNALLING,1.0,-0.21469119401705933,-0.4455160415029253,11,1.0,False
